Orders.Order Date.Variation.Date Hierarchy.Year,Orders.Customer Name,Sum(Orders.Profit)
2015,Arthur Prichep,
2016,Arthur Prichep,338.5843
2017,Arthur Prichep,-179.86600000000004
2014,Arthur Wiediger,-42.567400000000006
2015,Arthur Wiediger,64.24819999999994
2016,Arthur Wiediger,-213.44340000000008
2017,Arthur Wiediger,87.21399999999998
2014,Ashley Jarboe,3.404799999999998
2015,Ashley Jarboe,316.5762
2016,Ashley Jarboe,33.215599999999995
2017,Ashley Jarboe,167.93859999999998
2014,Astrea Jones,57.66009999999998
2015,Astrea Jones,
2016,Astrea Jones,
2017,Astrea Jones,2.7664
2014,Barbara Fisher,62.12979999999999
2015,Barbara Fisher,0.9567999999999985
2016,Barbara Fisher,157.37769999999998
2017,Barbara Fisher,6.9741
2014,Barry Blumstein,0
2015,Barry Blumstein,-8.216000000000037
2016,Barry Blumstein,12.876899999999996
2017,Barry Blumstein,6.923
2014,Barry Franz,2.368599999999999
2015,Barry Franz,
2016,Barry Franz,-365.72370000000006
2017,Barry Franz,71.97399999999996
2014,Barry Französisch,7.209
2015,Barry Französisch,269.308
2016,Barry Französisch,20.326900000000016
2017,Barry Französisch,5.1760999999999555
2014,Barry Gonzalez,54.190599999999996
2015,Barry Gonzalez,-999.528
2016,Barry Gonzalez,12.239199999999997
2017,Barry Gonzalez,221.67079999999996
2014,Barry Pond,2.501999999999997
2015,Barry Pond,
2016,Barry Pond,183.09840000000003
2017,Barry Pond,24.1826
2014,Barry Weirich,6.725199999999999
2015,Barry Weirich,12.114900000000002
2016,Barry Weirich,
2017,Barry Weirich,-77.12669999999997
2014,Bart Folk,3.9609
2015,Bart Folk,
2016,Bart Folk,
2017,Bart Folk,106.96629999999999
2014,Bart Pistole,131.7093999999999
2015,Bart Pistole,53.944900000000004
2016,Bart Pistole,19.6809
2017,Bart Pistole,228.63989999999995
2014,Bart Watters,
2015,Bart Watters,103.37219999999998
2016,Bart Watters,97.058
2017,Bart Watters,720.8271999999995
2014,Becky Castell,38.13040000000004
2015,Becky Castell,91.99540000000002
2016,Becky Castell,62.6936
2017,Becky Castell,58.77799999999998
2014,Becky Martin,-1878.7892000000024
2015,Becky Martin,
2016,Becky Martin,118.92989999999995
2017,Becky Martin,99.90119999999999
2014,Becky Pak,
2015,Becky Pak,431.9820000000001
2016,Becky Pak,189.166
2017,Becky Pak,26.2367
2014,Ben Ferrer,266.1320999999999
2015,Ben Ferrer,136.8364
2016,Ben Ferrer,697.4597000000001
2017,Ben Ferrer,437.7845000000001
2014,Ben Peterman,
2015,Ben Peterman,66.76009999999995
2016,Ben Peterman,-33.875600000000055
2017,Ben Peterman,330.71459999999996
2014,Ben Wallace,87.45200000000003
2015,Ben Wallace,
2016,Ben Wallace,173.66209999999995
2017,Ben Wallace,-14.11680000000001
2014,Benjamin Farhat,21.477600000000002
2015,Benjamin Farhat,
2016,Benjamin Farhat,173.235
2017,Benjamin Farhat,328.50069999999994
2014,Benjamin Patterson,27.563200000000002
2015,Benjamin Patterson,-255.7425
2016,Benjamin Patterson,10.325599999999998
2017,Benjamin Patterson,20.584199999999996
2014,Benjamin Venier,
2015,Benjamin Venier,82.2724
2016,Benjamin Venier,127.00989999999999
2017,Benjamin Venier,105.9391
2014,Berenike Kampe,-129.02120000000002
2015,Berenike Kampe,41.582
2016,Berenike Kampe,2.2272
2017,Berenike Kampe,21.447599999999998
2014,Beth Fritzler,-12.129600000000018
2015,Beth Fritzler,
2016,Beth Fritzler,
2017,Beth Fritzler,37.99980000000001
2014,Beth Paige,-70.10430000000002
2015,Beth Paige,
2016,Beth Paige,-65.96359999999999
2017,Beth Paige,-182.9958000000001
2014,Beth Thompson,290.8953
2015,Beth Thompson,87.4682
2016,Beth Thompson,
2017,Beth Thompson,39.228300000000004
2014,Bill Donatelli,
2015,Bill Donatelli,799.4894999999999
2016,Bill Donatelli,97.23550000000003
2017,Bill Donatelli,197.77869999999996
2014,Bill Eplett,
2015,Bill Eplett,
2016,Bill Eplett,47.2361
2017,Bill Eplett,1440.5378
2014,Bill Overfelt,
2015,Bill Overfelt,
2016,Bill Overfelt,358.37100000000004
2017,Bill Overfelt,-79.59400000000002
2014,Bill Shonely,210.69989999999999
2015,Bill Shonely,
2016,Bill Shonely,2405.3644999999997
2017,Bill Shonely,
2014,Bill Stewart,3.944999999999999
2015,Bill Stewart,206.62319999999997
2016,Bill Stewart,
2017,Bill Stewart,-228.10039999999998
2014,Bill Tyler,74.8142
2015,Bill Tyler,194.73539999999994
2016,Bill Tyler,3.3543999999999996
2017,Bill Tyler,-14.98770000000006
2014,Bobby Elias,
2015,Bobby Elias,
2016,Bobby Elias,577.1966999999997
2017,Bobby Elias,178.71839999999997
2014,Bobby Odegard,
2015,Bobby Odegard,2.0671999999999997
2016,Bobby Odegard,
2017,Bobby Odegard,57.38499999999999
2014,Bobby Trafton,-5.626200000000026
2015,Bobby Trafton,
2016,Bobby Trafton,-71.89939999999999
2017,Bobby Trafton,
2014,Brad Eason,
2015,Brad Eason,120.2013
2016,Brad Eason,71.06949999999999
2017,Brad Eason,-52.07000000000009
2014,Brad Norvell,24.680699999999987
2015,Brad Norvell,4.087199999999999
2016,Brad Norvell,
2017,Brad Norvell,7.845199999999999
2014,Brad Thomas,
2015,Brad Thomas,117.38939999999997
2016,Brad Thomas,9.48
2017,Brad Thomas,
2014,Bradley Drucker,309.0769
2015,Bradley Drucker,70.97919999999998
2016,Bradley Drucker,
2017,Bradley Drucker,762.0664000000002
2014,Bradley Nguyen,185.3711
2015,Bradley Nguyen,
2016,Bradley Nguyen,112.77299999999997
2017,Bradley Nguyen,42.5613
2014,Bradley Talbott,66.77120000000001
2015,Bradley Talbott,
2016,Bradley Talbott,-4.372500000000006
2017,Bradley Talbott,347.0996
2014,Brenda Bowman,
2015,Brenda Bowman,-77.84120000000001
2016,Brenda Bowman,432.22489999999993
2017,Brenda Bowman,660.6912999999995
2014,Brendan Dodson,
2015,Brendan Dodson,36.4704
2016,Brendan Dodson,
2017,Brendan Dodson,80.24359999999999
2014,Brendan Murry,
2015,Brendan Murry,37.3324
2016,Brendan Murry,109.44419999999998
2017,Brendan Murry,-51.195
2014,Brendan Sweed,97.46079999999995
2015,Brendan Sweed,103.49149999999997
2016,Brendan Sweed,12.357999999999997
2017,Brendan Sweed,168.47040000000004
2014,Brian Dahlen,342.93379999999985
2015,Brian Dahlen,79.4218
2016,Brian Dahlen,124.50249999999998
2017,Brian Dahlen,87.9882
2014,Brian DeCherney,108.74079999999998
2015,Brian DeCherney,
2016,Brian DeCherney,19.924199999999992
2017,Brian DeCherney,78.09189999999998
2014,Brian Derr,11.489999999999991
2015,Brian Derr,102.35399999999997
2016,Brian Derr,
2017,Brian Derr,27.689999999999998
2014,Brian Moss,81.64519999999999
2015,Brian Moss,181.48049999999995
2016,Brian Moss,-2.0348999999999995
2017,Brian Moss,1938.1872999999998
2014,Brian Stugart,1.079699999999999
2015,Brian Stugart,175.38789999999995
2016,Brian Stugart,62.26919999999999
2017,Brian Stugart,
2014,Brian Thompson,-199.7700000000001
2015,Brian Thompson,435.5788
2016,Brian Thompson,176.50700000000003
2017,Brian Thompson,35.432599999999994
2014,Brooke Gillingham,9.695699999999999
2015,Brooke Gillingham,28.299600000000005
2016,Brooke Gillingham,57.92059999999981
2017,Brooke Gillingham,11.655599999999994
2014,Brosina Hoffman,235.8092999999999
2015,Brosina Hoffman,5.842999999999996
2016,Brosina Hoffman,428.92910000000006
2017,Brosina Hoffman,132.2084
2014,Bruce Degenhardt,
2015,Bruce Degenhardt,149.48430000000002
2016,Bruce Degenhardt,17.52
2017,Bruce Degenhardt,166.97480000000002
2014,Bruce Geld,3.2213999999999996
2015,Bruce Geld,15.074199999999998
2016,Bruce Geld,59.297399999999946
2017,Bruce Geld,41.75490000000002
2014,Bruce Stewart,-330.53829999999994
2015,Bruce Stewart,18.454800000000002
2016,Bruce Stewart,82.94989999999996
2017,Bruce Stewart,115.83519999999996
2014,Bryan Davis,
2015,Bryan Davis,
2016,Bryan Davis,110.69019999999998
2017,Bryan Davis,30.57479999999998
2014,Bryan Mills,114.10479999999997
2015,Bryan Mills,-39.66289999999999
2016,Bryan Mills,56.37799999999997
2017,Bryan Mills,6.9239999999999995
2014,Bryan Spruell,
2015,Bryan Spruell,77.10549999999998
2016,Bryan Spruell,
2017,Bryan Spruell,116.94609999999999
2014,Candace McMahon,25.225999999999996
2015,Candace McMahon,
2016,Candace McMahon,3.6936
2017,Candace McMahon,185.54339999999996
2014,Cari Sayre,-13.895999999999997
2015,Cari Sayre,-5.911500000000004
2016,Cari Sayre,
2017,Cari Sayre,205.18509999999986
2014,Cari Schnelling,93.74099999999999
2015,Cari Schnelling,-2.838
2016,Cari Schnelling,
2017,Cari Schnelling,14.924499999999998
2014,Carl Jackson,
2015,Carl Jackson,
2016,Carl Jackson,1.6519999999999992
2017,Carl Jackson,
2014,Carl Ludwig,-29.343599999999995
2015,Carl Ludwig,
2016,Carl Ludwig,4.352399999999999
2017,Carl Ludwig,353.07590000000005
2014,Carl Weiss,17.154
2015,Carl Weiss,21.113
2016,Carl Weiss,22.763
2017,Carl Weiss,309.7998
2014,Carlos Daly,11.703000000000001
2015,Carlos Daly,17.74500000000002
2016,Carlos Daly,46.93919999999999
2017,Carlos Daly,350.2738
2014,Carlos Meador,
2015,Carlos Meador,13.17
2016,Carlos Meador,-56.90239999999997
2017,Carlos Meador,
2014,Carlos Soltero,-88.06300000000006
2015,Carlos Soltero,16.458
2016,Carlos Soltero,-131.01110000000003
2017,Carlos Soltero,76.19379999999997
2014,Carol Adams,44.7684
2015,Carol Adams,182.15520000000004
2016,Carol Adams,899.982
2017,Carol Adams,16.4761
2014,Carol Darley,
2015,Carol Darley,
2016,Carol Darley,7.744999999999998
2017,Carol Darley,-214.46220000000014
2014,Carol Triggs,285.7005999999999
2015,Carol Triggs,19.720399999999984
2016,Carol Triggs,-303.4562000000001
2017,Carol Triggs,159.26149999999996
2014,Caroline Jumper,
2015,Caroline Jumper,
2016,Caroline Jumper,1382.961
2017,Caroline Jumper,-524.2196000000001
2014,Cassandra Brandow,5.269399999999999
2015,Cassandra Brandow,223.4446999999996
2016,Cassandra Brandow,160.9451
2017,Cassandra Brandow,-239.45030000000014
2014,Catherine Glotzbach,
2015,Catherine Glotzbach,5.7623999999999995
2016,Catherine Glotzbach,58.87679999999998
2017,Catherine Glotzbach,21.8714
2014,Cathy Armstrong,
2015,Cathy Armstrong,-47.72900000000001
2016,Cathy Armstrong,258.9848999999999
2017,Cathy Armstrong,
2014,Cathy Hwang,
2015,Cathy Hwang,68.2538
2016,Cathy Hwang,126.8972999999998
2017,Cathy Hwang,
2014,Cathy Prescott,62.3904
2015,Cathy Prescott,102.439
2016,Cathy Prescott,31.389399999999995
2017,Cathy Prescott,230.8070000000001
2014,Chad Cunningham,142.8457999999999
2015,Chad Cunningham,77.45179999999999
2016,Chad Cunningham,-11.706400000000011
2017,Chad Cunningham,
2014,Chad McGuire,
2015,Chad McGuire,8.1144
2016,Chad McGuire,
2017,Chad McGuire,400.95349999999996
2014,Chad Sievert,84.3616
2015,Chad Sievert,45.71759999999998
2016,Chad Sievert,13.7547
2017,Chad Sievert,
2014,Charles Crestani,78.73119999999999
2015,Charles Crestani,297.35609999999974
2016,Charles Crestani,7.8624
2017,Charles Crestani,8.332800000000002
2014,Charles McCrossin,
2015,Charles McCrossin,
2016,Charles McCrossin,-315.75600000000026
2017,Charles McCrossin,-78.61260000000001
2014,Charles Sheldon,98.105
2015,Charles Sheldon,
2016,Charles Sheldon,18.341499999999996
2017,Charles Sheldon,-3.3060000000000365
2014,Charlotte Melton,
2015,Charlotte Melton,16.88749999999999
2016,Charlotte Melton,
2017,Charlotte Melton,74.31580000000002
2014,Chloris Kastensmidt,82.98239999999998
2015,Chloris Kastensmidt,5.536400000000002
2016,Chloris Kastensmidt,-128.26240000000007
2017,Chloris Kastensmidt,181.02670000000003
2014,Chris Cortes,12.407999999999952
2015,Chris Cortes,21.0128
2016,Chris Cortes,-33.05269999999997
2017,Chris Cortes,393.59369999999996
2014,Chris McAfee,
2015,Chris McAfee,
2016,Chris McAfee,365.03869999999995
2017,Chris McAfee,
2014,Chris Selesnick,447.1514000000001
2015,Chris Selesnick,94.8132
2016,Chris Selesnick,22.142899999999997
2017,Chris Selesnick,174.25510000000003
2014,Christina Anderson,16.688999999999997
2015,Christina Anderson,118.65750000000006
2016,Christina Anderson,24.6018
2017,Christina Anderson,119.66999999999999
2014,Christina DeMoss,
2015,Christina DeMoss,
2016,Christina DeMoss,
2017,Christina DeMoss,233.0274
2014,Christina VanderZanden,163.49580000000006
2015,Christina VanderZanden,
2016,Christina VanderZanden,51.97789999999999
2017,Christina VanderZanden,277.6124
2014,Christine Abelman,100.99640000000002
2015,Christine Abelman,
2016,Christine Abelman,2.097999999999981
2017,Christine Abelman,142.9274
2014,Christine Kargatis,326.4136
2015,Christine Kargatis,
2016,Christine Kargatis,59.084799999999994
2017,Christine Kargatis,-124.27750000000013
2014,Christine Phan,-1031.6700999999998
2015,Christine Phan,-1044.4553
2016,Christine Phan,242.84989999999996
2017,Christine Phan,-17.02740000000002
2014,Christine Sundaresam,77.03019999999998
2015,Christine Sundaresam,288.1074
2016,Christine Sundaresam,10.3168
2017,Christine Sundaresam,456.4888
2014,Christopher Conant,
2015,Christopher Conant,
2016,Christopher Conant,2083.3396999999986
2017,Christopher Conant,93.70960000000001
2014,Christopher Martinez,
2015,Christopher Martinez,3197.458
2016,Christopher Martinez,
2017,Christopher Martinez,702.4324000000001
2014,Christopher Schild,80.6312
2015,Christopher Schild,75.6952
2016,Christopher Schild,-114.1700000000001
2017,Christopher Schild,-384.9597
2014,Christy Brittain,
2015,Christy Brittain,-3.493800000000002
2016,Christy Brittain,201.65409999999997
2017,Christy Brittain,74.228
2014,Chuck Clark,
2015,Chuck Clark,60.39199999999997
2016,Chuck Clark,255.3322
2017,Chuck Clark,108.93409999999983
2014,Chuck Magee,10.7732
2015,Chuck Magee,
2016,Chuck Magee,53.656400000000005
2017,Chuck Magee,
2014,Chuck Sachs,
2015,Chuck Sachs,
2016,Chuck Sachs,
2017,Chuck Sachs,156.2593
2014,Cindy Chapman,3.3840000000000003
2015,Cindy Chapman,
2016,Cindy Chapman,111.12279999999991
2017,Cindy Chapman,40.34419999999997
2014,Cindy Schnelling,
2015,Cindy Schnelling,-58.14200000000004
2016,Cindy Schnelling,-244.7341000000001
2017,Cindy Schnelling,
2014,Cindy Stewart,9
2015,Cindy Stewart,17.333999999999996
2016,Cindy Stewart,-6696.429500000001
2017,Cindy Stewart,43.705999999999996
2014,Claire Gute,
2015,Claire Gute,-93.37720000000002
2016,Claire Gute,261.49559999999997
2017,Claire Gute,1.8160000000000016
2014,Claudia Bergmann,
2015,Claudia Bergmann,249.37989999999988
2016,Claudia Bergmann,458.66479999999996
2017,Claudia Bergmann,341.51539999999994
2014,Clay Cheatham,
2015,Clay Cheatham,
2016,Clay Cheatham,
2017,Clay Cheatham,33.8706
2014,Clay Ludtke,199.7794
2015,Clay Ludtke,490.60379999999964
2016,Clay Ludtke,713.8032999999999
2017,Clay Ludtke,529.5965999999999
2014,Clay Rozendal,
2015,Clay Rozendal,
2016,Clay Rozendal,-34.40350000000001
2017,Clay Rozendal,108.80480000000003
2014,Clytie Kelty,1.2326999999999995
2015,Clytie Kelty,-36.67860000000002
2016,Clytie Kelty,322.0561
2017,Clytie Kelty,211.09959999999992
2014,Corey Catlett,481.4420999999999
2015,Corey Catlett,18.493600000000008
2016,Corey Catlett,-202.28050000000005
2017,Corey Catlett,33.77879999999999
2014,Corey Roper,114.31439999999996
2015,Corey Roper,
2016,Corey Roper,30.444999999999993
2017,Corey Roper,
2014,Corey-Lock,142.411
2015,Corey-Lock,44.029200000000024
2016,Corey-Lock,19.188000000000002
2017,Corey-Lock,
2014,Corinna Mitchell,
2015,Corinna Mitchell,116.62940000000017
2016,Corinna Mitchell,599.8954000000001
2017,Corinna Mitchell,855.9336999999998
2014,Craig Carreira,11.261399999999949
2015,Craig Carreira,8.5722
2016,Craig Carreira,53.6571
2017,Craig Carreira,114.34919999999991
2014,Craig Carroll,-45.31689999999999
2015,Craig Carroll,895.4759999999999
2016,Craig Carroll,
2017,Craig Carroll,
2014,Craig Leslie,
2015,Craig Leslie,
2016,Craig Leslie,64.09659999999982
2017,Craig Leslie,164.91329999999996
2014,Craig Molinari,206.2039999999999
2015,Craig Molinari,-29.893200000000157
2016,Craig Molinari,
2017,Craig Molinari,
2014,Craig Reiter,-6.019600000000054
2015,Craig Reiter,
2016,Craig Reiter,59.56519999999998
2017,Craig Reiter,253.37199999999996
2014,Craig Yedwab,-336.62720000000013
2015,Craig Yedwab,107.00459999999991
2016,Craig Yedwab,49.7312
2017,Craig Yedwab,240.5381
2014,Cyma Kinney,66.59800000000001
2015,Cyma Kinney,14.494099999999984
2016,Cyma Kinney,101.86600000000003
2017,Cyma Kinney,-521.3892000000002
2014,Cynthia Arntzen,111.79630000000002
2015,Cynthia Arntzen,-101.26780000000005
2016,Cynthia Arntzen,1.6679999999999997
2017,Cynthia Arntzen,192.29299999999998
2014,Cynthia Delaney,40.172200000000004
2015,Cynthia Delaney,2.5279999999999996
2016,Cynthia Delaney,361.1419999999999
2017,Cynthia Delaney,
2014,Cynthia Voltz,
2015,Cynthia Voltz,
2016,Cynthia Voltz,-35.098000000000184
2017,Cynthia Voltz,134.09549999999993
2014,Cyra Reiten,
2015,Cyra Reiten,2.131999999999999
2016,Cyra Reiten,
2017,Cyra Reiten,81.13829999999996
2014,Damala Kotsonis,-22.366799999999998
2015,Damala Kotsonis,368.8798
2016,Damala Kotsonis,185.33499999999998
2017,Damala Kotsonis,349.2747999999999
2014,Dan Campbell,-77.85900000000002
2015,Dan Campbell,4.8924
2016,Dan Campbell,-239.54360000000003
2017,Dan Campbell,-1129.1210999999996
2014,Dan Lawera,7.723799999999997
2015,Dan Lawera,9.039
2016,Dan Lawera,311.9878999999999
2017,Dan Lawera,-6.505799999999999
2014,Dan Reichenbach,
2015,Dan Reichenbach,428.6412
2016,Dan Reichenbach,126.06349999999999
2017,Dan Reichenbach,1087.1565999999998
2014,Dana Kaydos,
2015,Dana Kaydos,609.5947
2016,Dana Kaydos,
2017,Dana Kaydos,328.0548999999999
2014,Daniel Byrd,3.6288
2015,Daniel Byrd,
2016,Daniel Byrd,146.82819999999987
2017,Daniel Byrd,280.91780000000006
2014,Daniel Lacy,-325.0416
2015,Daniel Lacy,304.3824000000001
2016,Daniel Lacy,
2017,Daniel Lacy,24.8724
2014,Daniel Raglin,22.678200000000018
2015,Daniel Raglin,296.6633999999998
2016,Daniel Raglin,2337.7598
2017,Daniel Raglin,211.97459999999998
2014,Dario Medina,58.39679999999999
2015,Dario Medina,42.95910000000001
2016,Dario Medina,0.26519999999998856
2017,Dario Medina,7.1372000000000035
2014,Darren Budd,17.784999999999993
2015,Darren Budd,45.6519
2016,Darren Budd,84.2939999999999
2017,Darren Budd,65.27199999999993
2014,Darren Koutras,-8.077499999999986
