Order Date,Invoice Date,Shipping Date,Bill To Address,Shipping Address,Company Name,Company Address,Date,Phone,Invoice Number,Item Code,Description,Value Column Name,Value
"2/12/2021","2/12/2021","2/17/2021","9189 Mesa Maricopa County Arizona United States","9189 Mesa Maricopa County Arizona United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","4/12/2020","540-1290-160","100120","D25114","Invoice - D25114","Quantity","22"
"2/12/2021","2/12/2021","2/17/2021","9189 Mesa Maricopa County Arizona United States","9189 Mesa Maricopa County Arizona United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","4/12/2020","540-1290-160","100120","D25114","Invoice - D25114","Unit Price","253"
"2/12/2021","2/12/2021","2/17/2021","9189 Mesa Maricopa County Arizona United States","9189 Mesa Maricopa County Arizona United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","4/12/2020","540-1290-160","100120","D25114","Invoice - D25114","Discount","27"
"2/12/2021","2/12/2021","2/17/2021","9189 Mesa Maricopa County Arizona United States","9189 Mesa Maricopa County Arizona United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","4/12/2020","540-1290-160","100120","D25114","Invoice - D25114","Price","5539"
"2/12/2021","2/12/2021","2/17/2021","9189 Mesa Maricopa County Arizona United States","9189 Mesa Maricopa County Arizona United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","4/12/2020","540-1290-160","100120","D25466","Invoice - D25466","Quantity","36"
"2/12/2021","2/12/2021","2/17/2021","9189 Mesa Maricopa County Arizona United States","9189 Mesa Maricopa County Arizona United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","4/12/2020","540-1290-160","100120","D25466","Invoice - D25466","Unit Price","417"
"2/12/2021","2/12/2021","2/17/2021","9189 Mesa Maricopa County Arizona United States","9189 Mesa Maricopa County Arizona United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","4/12/2020","540-1290-160","100120","D25466","Invoice - D25466","Discount","43"
"2/12/2021","2/12/2021","2/17/2021","9189 Mesa Maricopa County Arizona United States","9189 Mesa Maricopa County Arizona United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","4/12/2020","540-1290-160","100120","D25466","Invoice - D25466","Price","14969"
"2/12/2021","2/12/2021","2/17/2021","9189 Mesa Maricopa County Arizona United States","9189 Mesa Maricopa County Arizona United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","4/12/2020","540-1290-160","100120","D25705","Invoice - D25705","Quantity","15"
"2/12/2021","2/12/2021","2/17/2021","9189 Mesa Maricopa County Arizona United States","9189 Mesa Maricopa County Arizona United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","4/12/2020","540-1290-160","100120","D25705","Invoice - D25705","Unit Price","184"
"2/12/2021","2/12/2021","2/17/2021","9189 Mesa Maricopa County Arizona United States","9189 Mesa Maricopa County Arizona United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","4/12/2020","540-1290-160","100120","D25705","Invoice - D25705","Discount","40"
"2/12/2021","2/12/2021","2/17/2021","9189 Mesa Maricopa County Arizona United States","9189 Mesa Maricopa County Arizona United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","4/12/2020","540-1290-160","100120","D25705","Invoice - D25705","Price","2720"
"2/12/2021","2/12/2021","2/17/2021","9189 Mesa Maricopa County Arizona United States","9189 Mesa Maricopa County Arizona United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","4/12/2020","540-1290-160","100120","D25807","Invoice - D25807","Quantity","36"
"2/12/2021","2/12/2021","2/17/2021","9189 Mesa Maricopa County Arizona United States","9189 Mesa Maricopa County Arizona United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","4/12/2020","540-1290-160","100120","D25807","Invoice - D25807","Unit Price","135"
"2/12/2021","2/12/2021","2/17/2021","9189 Mesa Maricopa County Arizona United States","9189 Mesa Maricopa County Arizona United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","4/12/2020","540-1290-160","100120","D25807","Invoice - D25807","Discount","44"
"2/12/2021","2/12/2021","2/17/2021","9189 Mesa Maricopa County Arizona United States","9189 Mesa Maricopa County Arizona United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","4/12/2020","540-1290-160","100120","D25807","Invoice - D25807","Price","4816"
"2/12/2021","2/12/2021","2/17/2021","9189 Mesa Maricopa County Arizona United States","9189 Mesa Maricopa County Arizona United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","4/12/2020","540-1290-160","100120","D25944","Invoice - D25944","Quantity","28"
"2/12/2021","2/12/2021","2/17/2021","9189 Mesa Maricopa County Arizona United States","9189 Mesa Maricopa County Arizona United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","4/12/2020","540-1290-160","100120","D25944","Invoice - D25944","Unit Price","481"
"2/12/2021","2/12/2021","2/17/2021","9189 Mesa Maricopa County Arizona United States","9189 Mesa Maricopa County Arizona United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","4/12/2020","540-1290-160","100120","D25944","Invoice - D25944","Discount","32"
"2/12/2021","2/12/2021","2/17/2021","9189 Mesa Maricopa County Arizona United States","9189 Mesa Maricopa County Arizona United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","4/12/2020","540-1290-160","100120","D25944","Invoice - D25944","Price","13436"
"2/12/2021","2/12/2021","2/17/2021","9189 Mesa Maricopa County Arizona United States","9189 Mesa Maricopa County Arizona United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","4/12/2020","540-1290-160","100120","D26715","Invoice - D26715","Quantity","23"
"2/12/2021","2/12/2021","2/17/2021","9189 Mesa Maricopa County Arizona United States","9189 Mesa Maricopa County Arizona United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","4/12/2020","540-1290-160","100120","D26715","Invoice - D26715","Unit Price","298"
"2/12/2021","2/12/2021","2/17/2021","9189 Mesa Maricopa County Arizona United States","9189 Mesa Maricopa County Arizona United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","4/12/2020","540-1290-160","100120","D26715","Invoice - D26715","Discount","30"
"2/12/2021","2/12/2021","2/17/2021","9189 Mesa Maricopa County Arizona United States","9189 Mesa Maricopa County Arizona United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","4/12/2020","540-1290-160","100120","D26715","Invoice - D26715","Price","6824"
"2/12/2021","2/12/2021","2/17/2021","9189 Mesa Maricopa County Arizona United States","9189 Mesa Maricopa County Arizona United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","4/12/2020","540-1290-160","100120","D26912","Invoice - D26912","Quantity","27"
"2/12/2021","2/12/2021","2/17/2021","9189 Mesa Maricopa County Arizona United States","9189 Mesa Maricopa County Arizona United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","4/12/2020","540-1290-160","100120","D26912","Invoice - D26912","Unit Price","209"
"2/12/2021","2/12/2021","2/17/2021","9189 Mesa Maricopa County Arizona United States","9189 Mesa Maricopa County Arizona United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","4/12/2020","540-1290-160","100120","D26912","Invoice - D26912","Discount","47"
"2/12/2021","2/12/2021","2/17/2021","9189 Mesa Maricopa County Arizona United States","9189 Mesa Maricopa County Arizona United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","4/12/2020","540-1290-160","100120","D26912","Invoice - D26912","Price","5596"
"2/12/2021","2/12/2021","2/17/2021","9189 Mesa Maricopa County Arizona United States","9189 Mesa Maricopa County Arizona United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","4/12/2020","540-1290-160","100120","D27029","Invoice - D27029","Quantity","28"
"2/12/2021","2/12/2021","2/17/2021","9189 Mesa Maricopa County Arizona United States","9189 Mesa Maricopa County Arizona United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","4/12/2020","540-1290-160","100120","D27029","Invoice - D27029","Unit Price","264"
"2/12/2021","2/12/2021","2/17/2021","9189 Mesa Maricopa County Arizona United States","9189 Mesa Maricopa County Arizona United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","4/12/2020","540-1290-160","100120","D27029","Invoice - D27029","Discount","47"
"2/12/2021","2/12/2021","2/17/2021","9189 Mesa Maricopa County Arizona United States","9189 Mesa Maricopa County Arizona United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","4/12/2020","540-1290-160","100120","D27029","Invoice - D27029","Price","7345"
"2/12/2021","2/12/2021","2/17/2021","9189 Mesa Maricopa County Arizona United States","9189 Mesa Maricopa County Arizona United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","4/12/2020","540-1290-160","100120","D27137","Invoice - D27137","Quantity","41"
"2/12/2021","2/12/2021","2/17/2021","9189 Mesa Maricopa County Arizona United States","9189 Mesa Maricopa County Arizona United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","4/12/2020","540-1290-160","100120","D27137","Invoice - D27137","Unit Price","342"
"2/12/2021","2/12/2021","2/17/2021","9189 Mesa Maricopa County Arizona United States","9189 Mesa Maricopa County Arizona United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","4/12/2020","540-1290-160","100120","D27137","Invoice - D27137","Discount","27"
"2/12/2021","2/12/2021","2/17/2021","9189 Mesa Maricopa County Arizona United States","9189 Mesa Maricopa County Arizona United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","4/12/2020","540-1290-160","100120","D27137","Invoice - D27137","Price","13995"
"2/12/2021","2/12/2021","2/17/2021","9189 Mesa Maricopa County Arizona United States","9189 Mesa Maricopa County Arizona United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","4/12/2020","540-1290-160","100120","D27486","Invoice - D27486","Quantity","26"
"2/12/2021","2/12/2021","2/17/2021","9189 Mesa Maricopa County Arizona United States","9189 Mesa Maricopa County Arizona United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","4/12/2020","540-1290-160","100120","D27486","Invoice - D27486","Unit Price","392"
"2/12/2021","2/12/2021","2/17/2021","9189 Mesa Maricopa County Arizona United States","9189 Mesa Maricopa County Arizona United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","4/12/2020","540-1290-160","100120","D27486","Invoice - D27486","Discount","37"
"2/12/2021","2/12/2021","2/17/2021","9189 Mesa Maricopa County Arizona United States","9189 Mesa Maricopa County Arizona United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","4/12/2020","540-1290-160","100120","D27486","Invoice - D27486","Price","10155"
"2/12/2021","2/12/2021","2/17/2021","9189 Mesa Maricopa County Arizona United States","9189 Mesa Maricopa County Arizona United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","4/12/2020","540-1290-160","100120","D27500","Invoice - D27500","Quantity","32"
"2/12/2021","2/12/2021","2/17/2021","9189 Mesa Maricopa County Arizona United States","9189 Mesa Maricopa County Arizona United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","4/12/2020","540-1290-160","100120","D27500","Invoice - D27500","Unit Price","445"
"2/12/2021","2/12/2021","2/17/2021","9189 Mesa Maricopa County Arizona United States","9189 Mesa Maricopa County Arizona United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","4/12/2020","540-1290-160","100120","D27500","Invoice - D27500","Discount","25"
"2/12/2021","2/12/2021","2/17/2021","9189 Mesa Maricopa County Arizona United States","9189 Mesa Maricopa County Arizona United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","4/12/2020","540-1290-160","100120","D27500","Invoice - D27500","Price","14215"
"2/12/2021","2/12/2021","2/17/2021","9189 Mesa Maricopa County Arizona United States","9189 Mesa Maricopa County Arizona United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","4/12/2020","540-1290-160","100120","D27566","Invoice - D27566","Quantity","31"
"2/12/2021","2/12/2021","2/17/2021","9189 Mesa Maricopa County Arizona United States","9189 Mesa Maricopa County Arizona United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","4/12/2020","540-1290-160","100120","D27566","Invoice - D27566","Unit Price","198"
"2/12/2021","2/12/2021","2/17/2021","9189 Mesa Maricopa County Arizona United States","9189 Mesa Maricopa County Arizona United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","4/12/2020","540-1290-160","100120","D27566","Invoice - D27566","Discount","26"
"2/12/2021","2/12/2021","2/17/2021","9189 Mesa Maricopa County Arizona United States","9189 Mesa Maricopa County Arizona United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","4/12/2020","540-1290-160","100120","D27566","Invoice - D27566","Price","6112"
"2/12/2021","2/12/2021","2/17/2021","9189 Mesa Maricopa County Arizona United States","9189 Mesa Maricopa County Arizona United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","4/12/2020","540-1290-160","100120","D29098","Invoice - D29098","Quantity","34"
"2/12/2021","2/12/2021","2/17/2021","9189 Mesa Maricopa County Arizona United States","9189 Mesa Maricopa County Arizona United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","4/12/2020","540-1290-160","100120","D29098","Invoice - D29098","Unit Price","494"
"2/12/2021","2/12/2021","2/17/2021","9189 Mesa Maricopa County Arizona United States","9189 Mesa Maricopa County Arizona United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","4/12/2020","540-1290-160","100120","D29098","Invoice - D29098","Discount","44"
"2/12/2021","2/12/2021","2/17/2021","9189 Mesa Maricopa County Arizona United States","9189 Mesa Maricopa County Arizona United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","4/12/2020","540-1290-160","100120","D29098","Invoice - D29098","Price","16752"
"2/12/2021","2/12/2021","2/17/2021","9189 Mesa Maricopa County Arizona United States","9189 Mesa Maricopa County Arizona United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","4/12/2020","540-1290-160","100120","D29213","Invoice - D29213","Quantity","44"
"2/12/2021","2/12/2021","2/17/2021","9189 Mesa Maricopa County Arizona United States","9189 Mesa Maricopa County Arizona United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","4/12/2020","540-1290-160","100120","D29213","Invoice - D29213","Unit Price","297"
"2/12/2021","2/12/2021","2/17/2021","9189 Mesa Maricopa County Arizona United States","9189 Mesa Maricopa County Arizona United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","4/12/2020","540-1290-160","100120","D29213","Invoice - D29213","Discount","46"
"2/12/2021","2/12/2021","2/17/2021","9189 Mesa Maricopa County Arizona United States","9189 Mesa Maricopa County Arizona United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","4/12/2020","540-1290-160","100120","D29213","Invoice - D29213","Price","13022"
"2/12/2021","2/12/2021","2/17/2021","9189 Mesa Maricopa County Arizona United States","9189 Mesa Maricopa County Arizona United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","4/12/2020","540-1290-160","100120","D29328","Invoice - D29328","Quantity","31"
"2/12/2021","2/12/2021","2/17/2021","9189 Mesa Maricopa County Arizona United States","9189 Mesa Maricopa County Arizona United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","4/12/2020","540-1290-160","100120","D29328","Invoice - D29328","Unit Price","176"
"2/12/2021","2/12/2021","2/17/2021","9189 Mesa Maricopa County Arizona United States","9189 Mesa Maricopa County Arizona United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","4/12/2020","540-1290-160","100120","D29328","Invoice - D29328","Discount","44"
"2/12/2021","2/12/2021","2/17/2021","9189 Mesa Maricopa County Arizona United States","9189 Mesa Maricopa County Arizona United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","4/12/2020","540-1290-160","100120","D29328","Invoice - D29328","Price","5412"
"2/12/2021","2/12/2021","2/17/2021","9189 Mesa Maricopa County Arizona United States","9189 Mesa Maricopa County Arizona United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","4/12/2020","540-1290-160","100120","D29879","Invoice - D29879","Quantity","25"
"2/12/2021","2/12/2021","2/17/2021","9189 Mesa Maricopa County Arizona United States","9189 Mesa Maricopa County Arizona United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","4/12/2020","540-1290-160","100120","D29879","Invoice - D29879","Unit Price","427"
"2/12/2021","2/12/2021","2/17/2021","9189 Mesa Maricopa County Arizona United States","9189 Mesa Maricopa County Arizona United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","4/12/2020","540-1290-160","100120","D29879","Invoice - D29879","Discount","48"
"2/12/2021","2/12/2021","2/17/2021","9189 Mesa Maricopa County Arizona United States","9189 Mesa Maricopa County Arizona United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","4/12/2020","540-1290-160","100120","D29879","Invoice - D29879","Price","10627"
"2/12/2021","2/12/2021","2/17/2021","9189 Mesa Maricopa County Arizona United States","9189 Mesa Maricopa County Arizona United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","4/12/2020","540-1290-160","100120","D30239","Invoice - D30239","Quantity","28"
"2/12/2021","2/12/2021","2/17/2021","9189 Mesa Maricopa County Arizona United States","9189 Mesa Maricopa County Arizona United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","4/12/2020","540-1290-160","100120","D30239","Invoice - D30239","Unit Price","273"
"2/12/2021","2/12/2021","2/17/2021","9189 Mesa Maricopa County Arizona United States","9189 Mesa Maricopa County Arizona United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","4/12/2020","540-1290-160","100120","D30239","Invoice - D30239","Discount","45"
"2/12/2021","2/12/2021","2/17/2021","9189 Mesa Maricopa County Arizona United States","9189 Mesa Maricopa County Arizona United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","4/12/2020","540-1290-160","100120","D30239","Invoice - D30239","Price","7599"
"2/12/2021","2/12/2021","2/17/2021","9189 Mesa Maricopa County Arizona United States","9189 Mesa Maricopa County Arizona United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","4/12/2020","540-1290-160","100120","D31557","Invoice - D31557","Quantity","45"
"2/12/2021","2/12/2021","2/17/2021","9189 Mesa Maricopa County Arizona United States","9189 Mesa Maricopa County Arizona United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","4/12/2020","540-1290-160","100120","D31557","Invoice - D31557","Unit Price","237"
"2/12/2021","2/12/2021","2/17/2021","9189 Mesa Maricopa County Arizona United States","9189 Mesa Maricopa County Arizona United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","4/12/2020","540-1290-160","100120","D31557","Invoice - D31557","Discount","31"
"2/12/2021","2/12/2021","2/17/2021","9189 Mesa Maricopa County Arizona United States","9189 Mesa Maricopa County Arizona United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","4/12/2020","540-1290-160","100120","D31557","Invoice - D31557","Price","10634"
"2/12/2021","2/12/2021","2/17/2021","9189 Mesa Maricopa County Arizona United States","9189 Mesa Maricopa County Arizona United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","4/12/2020","540-1290-160","100120","D31919","Invoice - D31919","Quantity","37"
"2/12/2021","2/12/2021","2/17/2021","9189 Mesa Maricopa County Arizona United States","9189 Mesa Maricopa County Arizona United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","4/12/2020","540-1290-160","100120","D31919","Invoice - D31919","Unit Price","330"
"2/12/2021","2/12/2021","2/17/2021","9189 Mesa Maricopa County Arizona United States","9189 Mesa Maricopa County Arizona United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","4/12/2020","540-1290-160","100120","D31919","Invoice - D31919","Discount","24"
"2/12/2021","2/12/2021","2/17/2021","9189 Mesa Maricopa County Arizona United States","9189 Mesa Maricopa County Arizona United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","4/12/2020","540-1290-160","100120","D31919","Invoice - D31919","Price","12186"
"2/12/2021","2/12/2021","2/17/2021","9189 Mesa Maricopa County Arizona United States","9189 Mesa Maricopa County Arizona United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","4/12/2020","540-1290-160","100120","D31931","Invoice - D31931","Quantity","31"
"2/12/2021","2/12/2021","2/17/2021","9189 Mesa Maricopa County Arizona United States","9189 Mesa Maricopa County Arizona United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","4/12/2020","540-1290-160","100120","D31931","Invoice - D31931","Unit Price","432"
"2/12/2021","2/12/2021","2/17/2021","9189 Mesa Maricopa County Arizona United States","9189 Mesa Maricopa County Arizona United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","4/12/2020","540-1290-160","100120","D31931","Invoice - D31931","Discount","22"
"2/12/2021","2/12/2021","2/17/2021","9189 Mesa Maricopa County Arizona United States","9189 Mesa Maricopa County Arizona United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","4/12/2020","540-1290-160","100120","D31931","Invoice - D31931","Price","13370"
"2/12/2021","2/12/2021","2/17/2021","9189 Mesa Maricopa County Arizona United States","9189 Mesa Maricopa County Arizona United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","4/12/2020","540-1290-160","100120","D33616","Invoice - D33616","Quantity","26"
"2/12/2021","2/12/2021","2/17/2021","9189 Mesa Maricopa County Arizona United States","9189 Mesa Maricopa County Arizona United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","4/12/2020","540-1290-160","100120","D33616","Invoice - D33616","Unit Price","357"
"2/12/2021","2/12/2021","2/17/2021","9189 Mesa Maricopa County Arizona United States","9189 Mesa Maricopa County Arizona United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","4/12/2020","540-1290-160","100120","D33616","Invoice - D33616","Discount","22"
"2/12/2021","2/12/2021","2/17/2021","9189 Mesa Maricopa County Arizona United States","9189 Mesa Maricopa County Arizona United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","4/12/2020","540-1290-160","100120","D33616","Invoice - D33616","Price","9260"
"2/12/2021","2/12/2021","2/17/2021","9189 Mesa Maricopa County Arizona United States","9189 Mesa Maricopa County Arizona United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","4/12/2020","540-1290-160","100120","D34382","Invoice - D34382","Quantity","15"
"2/12/2021","2/12/2021","2/17/2021","9189 Mesa Maricopa County Arizona United States","9189 Mesa Maricopa County Arizona United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","4/12/2020","540-1290-160","100120","D34382","Invoice - D34382","Unit Price","210"
"2/12/2021","2/12/2021","2/17/2021","9189 Mesa Maricopa County Arizona United States","9189 Mesa Maricopa County Arizona United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","4/12/2020","540-1290-160","100120","D34382","Invoice - D34382","Discount","31"
"2/12/2021","2/12/2021","2/17/2021","9189 Mesa Maricopa County Arizona United States","9189 Mesa Maricopa County Arizona United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","4/12/2020","540-1290-160","100120","D34382","Invoice - D34382","Price","3119"
"4/25/2021","4/25/2021","4/30/2021","2096 Montgomery Montgomery County Alabama United States","2096 Montgomery Montgomery County Alabama United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","5/13/2021","340-1290-160","100130","D11797","Invoice-D11797","Quantity","45"
"4/25/2021","4/25/2021","4/30/2021","2096 Montgomery Montgomery County Alabama United States","2096 Montgomery Montgomery County Alabama United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","5/13/2021","340-1290-160","100130","D11797","Invoice-D11797","Unit Price","184"
"4/25/2021","4/25/2021","4/30/2021","2096 Montgomery Montgomery County Alabama United States","2096 Montgomery Montgomery County Alabama United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","5/13/2021","340-1290-160","100130","D11797","Invoice-D11797","Discount","67"
"4/25/2021","4/25/2021","4/30/2021","2096 Montgomery Montgomery County Alabama United States","2096 Montgomery Montgomery County Alabama United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","5/13/2021","340-1290-160","100130","D11797","Invoice-D11797","Price","8213"
"4/25/2021","4/25/2021","4/30/2021","2096 Montgomery Montgomery County Alabama United States","2096 Montgomery Montgomery County Alabama United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","5/13/2021","340-1290-160","100130","D12113","Invoice-D12113","Quantity","45"
"4/25/2021","4/25/2021","4/30/2021","2096 Montgomery Montgomery County Alabama United States","2096 Montgomery Montgomery County Alabama United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","5/13/2021","340-1290-160","100130","D12113","Invoice-D12113","Unit Price","359"
"4/25/2021","4/25/2021","4/30/2021","2096 Montgomery Montgomery County Alabama United States","2096 Montgomery Montgomery County Alabama United States","Contoso Ltd","567, Walnut Lane, Moline, MO 098765","5/13/2021","340-1290-160","100130","D12113","Invoice-D12113","Discount","65"
