Category,Sub-Category,Region,Country,State,City,Segment,Product Name,Product ID,Customer Name,Customer ID,Ship Mode,Order ID,Year,Quarter,Value Column Name,Value
"Furniture","Bookcases","Central","United States","Illinois","Chicago","Consumer","Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order","FUR-BO-10004218","Sarah Brown","SB-20185","First Class","CA-2014-120411","2014","Qtr 2","Sum of Quantity - Sum of Profit",
"Furniture","Bookcases","Central","United States","Illinois","Chicago","Consumer","Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order","FUR-BO-10004218","Sarah Brown","SB-20185","First Class","CA-2014-120411","2014","Qtr 2","(Sum of Quantity - Sum of Profit)%",
"Furniture","Bookcases","Central","United States","Illinois","Chicago","Consumer","Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order","FUR-BO-10004218","Sarah Brown","SB-20185","First Class","CA-2014-120411","2014","Qtr 3","Sum of Profit","-70.48999999999998"
"Furniture","Bookcases","Central","United States","Illinois","Chicago","Consumer","Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order","FUR-BO-10004218","Sarah Brown","SB-20185","First Class","CA-2014-120411","2014","Qtr 3","Sum of Quantity","5"
"Furniture","Bookcases","Central","United States","Illinois","Chicago","Consumer","Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order","FUR-BO-10004218","Sarah Brown","SB-20185","First Class","CA-2014-120411","2014","Qtr 3","Sum of Sales","493.42999999999995"
"Furniture","Bookcases","Central","United States","Illinois","Chicago","Consumer","Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order","FUR-BO-10004218","Sarah Brown","SB-20185","First Class","CA-2014-120411","2014","Qtr 3","Sum of Sales - Sum of Profit","563.92"
"Furniture","Bookcases","Central","United States","Illinois","Chicago","Consumer","Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order","FUR-BO-10004218","Sarah Brown","SB-20185","First Class","CA-2014-120411","2014","Qtr 3","(Sum of Sales - Sum of Profit)%","8.000000000000002"
"Furniture","Bookcases","Central","United States","Illinois","Chicago","Consumer","Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order","FUR-BO-10004218","Sarah Brown","SB-20185","First Class","CA-2014-120411","2014","Qtr 3","Sum of Sales - Sum of Quantity","488.42999999999995"
"Furniture","Bookcases","Central","United States","Illinois","Chicago","Consumer","Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order","FUR-BO-10004218","Sarah Brown","SB-20185","First Class","CA-2014-120411","2014","Qtr 3","(Sum of Sales - Sum of Quantity)%","97.68599999999998"
"Furniture","Bookcases","Central","United States","Illinois","Chicago","Consumer","Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order","FUR-BO-10004218","Sarah Brown","SB-20185","First Class","CA-2014-120411","2014","Qtr 3","Sum of Quantity - Sum of Profit","75.48999999999998"
"Furniture","Bookcases","Central","United States","Illinois","Chicago","Consumer","Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order","FUR-BO-10004218","Sarah Brown","SB-20185","First Class","CA-2014-120411","2014","Qtr 3","(Sum of Quantity - Sum of Profit)%","1.0709320470988792"
"Furniture","Bookcases","Central","United States","Illinois","Chicago","Consumer","Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order","FUR-BO-10004218","Sarah Brown","SB-20185","First Class","CA-2014-120411","2014","Qtr 4","Sum of Profit",
"Furniture","Bookcases","Central","United States","Illinois","Chicago","Consumer","Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order","FUR-BO-10004218","Sarah Brown","SB-20185","First Class","CA-2014-120411","2014","Qtr 4","Sum of Quantity",
"Furniture","Bookcases","Central","United States","Illinois","Chicago","Consumer","Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order","FUR-BO-10004218","Sarah Brown","SB-20185","First Class","CA-2014-120411","2014","Qtr 4","Sum of Sales",
"Furniture","Bookcases","Central","United States","Illinois","Chicago","Consumer","Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order","FUR-BO-10004218","Sarah Brown","SB-20185","First Class","CA-2014-120411","2014","Qtr 4","Sum of Sales - Sum of Profit",
"Furniture","Bookcases","Central","United States","Illinois","Chicago","Consumer","Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order","FUR-BO-10004218","Sarah Brown","SB-20185","First Class","CA-2014-120411","2014","Qtr 4","(Sum of Sales - Sum of Profit)%",
"Furniture","Bookcases","Central","United States","Illinois","Chicago","Consumer","Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order","FUR-BO-10004218","Sarah Brown","SB-20185","First Class","CA-2014-120411","2014","Qtr 4","Sum of Sales - Sum of Quantity",
"Furniture","Bookcases","Central","United States","Illinois","Chicago","Consumer","Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order","FUR-BO-10004218","Sarah Brown","SB-20185","First Class","CA-2014-120411","2014","Qtr 4","(Sum of Sales - Sum of Quantity)%",
"Furniture","Bookcases","Central","United States","Illinois","Chicago","Consumer","Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order","FUR-BO-10004218","Sarah Brown","SB-20185","First Class","CA-2014-120411","2014","Qtr 4","Sum of Quantity - Sum of Profit",
"Furniture","Bookcases","Central","United States","Illinois","Chicago","Consumer","Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order","FUR-BO-10004218","Sarah Brown","SB-20185","First Class","CA-2014-120411","2014","Qtr 4","(Sum of Quantity - Sum of Profit)%",
"Furniture","Bookcases","Central","United States","Illinois","Chicago","Consumer","Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order","FUR-BO-10004218","Sarah Brown","SB-20185","First Class","CA-2014-120411","2015","Qtr 1","Sum of Profit",
"Furniture","Bookcases","Central","United States","Illinois","Chicago","Consumer","Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order","FUR-BO-10004218","Sarah Brown","SB-20185","First Class","CA-2014-120411","2015","Qtr 1","Sum of Quantity",
"Furniture","Bookcases","Central","United States","Illinois","Chicago","Consumer","Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order","FUR-BO-10004218","Sarah Brown","SB-20185","First Class","CA-2014-120411","2015","Qtr 1","Sum of Sales",
"Furniture","Bookcases","Central","United States","Illinois","Chicago","Consumer","Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order","FUR-BO-10004218","Sarah Brown","SB-20185","First Class","CA-2014-120411","2015","Qtr 1","Sum of Sales - Sum of Profit",
"Furniture","Bookcases","Central","United States","Illinois","Chicago","Consumer","Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order","FUR-BO-10004218","Sarah Brown","SB-20185","First Class","CA-2014-120411","2015","Qtr 1","(Sum of Sales - Sum of Profit)%",
"Furniture","Bookcases","Central","United States","Illinois","Chicago","Consumer","Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order","FUR-BO-10004218","Sarah Brown","SB-20185","First Class","CA-2014-120411","2015","Qtr 1","Sum of Sales - Sum of Quantity",
"Furniture","Bookcases","Central","United States","Illinois","Chicago","Consumer","Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order","FUR-BO-10004218","Sarah Brown","SB-20185","First Class","CA-2014-120411","2015","Qtr 1","(Sum of Sales - Sum of Quantity)%",
"Furniture","Bookcases","Central","United States","Illinois","Chicago","Consumer","Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order","FUR-BO-10004218","Sarah Brown","SB-20185","First Class","CA-2014-120411","2015","Qtr 1","Sum of Quantity - Sum of Profit",
"Furniture","Bookcases","Central","United States","Illinois","Chicago","Consumer","Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order","FUR-BO-10004218","Sarah Brown","SB-20185","First Class","CA-2014-120411","2015","Qtr 1","(Sum of Quantity - Sum of Profit)%",
"Furniture","Bookcases","Central","United States","Illinois","Chicago","Consumer","Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order","FUR-BO-10004218","Sarah Brown","SB-20185","First Class","CA-2014-120411","2015","Qtr 2","Sum of Profit",
"Furniture","Bookcases","Central","United States","Illinois","Chicago","Consumer","Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order","FUR-BO-10004218","Sarah Brown","SB-20185","First Class","CA-2014-120411","2015","Qtr 2","Sum of Quantity",
"Furniture","Bookcases","Central","United States","Illinois","Chicago","Consumer","Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order","FUR-BO-10004218","Sarah Brown","SB-20185","First Class","CA-2014-120411","2015","Qtr 2","Sum of Sales",
"Furniture","Bookcases","Central","United States","Illinois","Chicago","Consumer","Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order","FUR-BO-10004218","Sarah Brown","SB-20185","First Class","CA-2014-120411","2015","Qtr 2","Sum of Sales - Sum of Profit",
"Furniture","Bookcases","Central","United States","Illinois","Chicago","Consumer","Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order","FUR-BO-10004218","Sarah Brown","SB-20185","First Class","CA-2014-120411","2015","Qtr 2","(Sum of Sales - Sum of Profit)%",
"Furniture","Bookcases","Central","United States","Illinois","Chicago","Consumer","Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order","FUR-BO-10004218","Sarah Brown","SB-20185","First Class","CA-2014-120411","2015","Qtr 2","Sum of Sales - Sum of Quantity",
"Furniture","Bookcases","Central","United States","Illinois","Chicago","Consumer","Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order","FUR-BO-10004218","Sarah Brown","SB-20185","First Class","CA-2014-120411","2015","Qtr 2","(Sum of Sales - Sum of Quantity)%",
"Furniture","Bookcases","Central","United States","Illinois","Chicago","Consumer","Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order","FUR-BO-10004218","Sarah Brown","SB-20185","First Class","CA-2014-120411","2015","Qtr 2","Sum of Quantity - Sum of Profit",
"Furniture","Bookcases","Central","United States","Illinois","Chicago","Consumer","Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order","FUR-BO-10004218","Sarah Brown","SB-20185","First Class","CA-2014-120411","2015","Qtr 2","(Sum of Quantity - Sum of Profit)%",
"Furniture","Bookcases","Central","United States","Illinois","Chicago","Consumer","Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order","FUR-BO-10004218","Sarah Brown","SB-20185","First Class","CA-2014-120411","2015","Qtr 3","Sum of Profit",
"Furniture","Bookcases","Central","United States","Illinois","Chicago","Consumer","Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order","FUR-BO-10004218","Sarah Brown","SB-20185","First Class","CA-2014-120411","2015","Qtr 3","Sum of Quantity",
"Furniture","Bookcases","Central","United States","Illinois","Chicago","Consumer","Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order","FUR-BO-10004218","Sarah Brown","SB-20185","First Class","CA-2014-120411","2015","Qtr 3","Sum of Sales",
"Furniture","Bookcases","Central","United States","Illinois","Chicago","Consumer","Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order","FUR-BO-10004218","Sarah Brown","SB-20185","First Class","CA-2014-120411","2015","Qtr 3","Sum of Sales - Sum of Profit",
"Furniture","Bookcases","Central","United States","Illinois","Chicago","Consumer","Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order","FUR-BO-10004218","Sarah Brown","SB-20185","First Class","CA-2014-120411","2015","Qtr 3","(Sum of Sales - Sum of Profit)%",
"Furniture","Bookcases","Central","United States","Illinois","Chicago","Consumer","Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order","FUR-BO-10004218","Sarah Brown","SB-20185","First Class","CA-2014-120411","2015","Qtr 3","Sum of Sales - Sum of Quantity",
"Furniture","Bookcases","Central","United States","Illinois","Chicago","Consumer","Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order","FUR-BO-10004218","Sarah Brown","SB-20185","First Class","CA-2014-120411","2015","Qtr 3","(Sum of Sales - Sum of Quantity)%",
"Furniture","Bookcases","Central","United States","Illinois","Chicago","Consumer","Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order","FUR-BO-10004218","Sarah Brown","SB-20185","First Class","CA-2014-120411","2015","Qtr 3","Sum of Quantity - Sum of Profit",
"Furniture","Bookcases","Central","United States","Illinois","Chicago","Consumer","Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order","FUR-BO-10004218","Sarah Brown","SB-20185","First Class","CA-2014-120411","2015","Qtr 3","(Sum of Quantity - Sum of Profit)%",
"Furniture","Bookcases","Central","United States","Illinois","Chicago","Consumer","Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order","FUR-BO-10004218","Sarah Brown","SB-20185","First Class","CA-2014-120411","2015","Qtr 4","Sum of Profit",
"Furniture","Bookcases","Central","United States","Illinois","Chicago","Consumer","Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order","FUR-BO-10004218","Sarah Brown","SB-20185","First Class","CA-2014-120411","2015","Qtr 4","Sum of Quantity",
"Furniture","Bookcases","Central","United States","Illinois","Chicago","Consumer","Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order","FUR-BO-10004218","Sarah Brown","SB-20185","First Class","CA-2014-120411","2015","Qtr 4","Sum of Sales",
"Furniture","Bookcases","Central","United States","Illinois","Chicago","Consumer","Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order","FUR-BO-10004218","Sarah Brown","SB-20185","First Class","CA-2014-120411","2015","Qtr 4","Sum of Sales - Sum of Profit",
"Furniture","Bookcases","Central","United States","Illinois","Chicago","Consumer","Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order","FUR-BO-10004218","Sarah Brown","SB-20185","First Class","CA-2014-120411","2015","Qtr 4","(Sum of Sales - Sum of Profit)%",
"Furniture","Bookcases","Central","United States","Illinois","Chicago","Consumer","Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order","FUR-BO-10004218","Sarah Brown","SB-20185","First Class","CA-2014-120411","2015","Qtr 4","Sum of Sales - Sum of Quantity",
"Furniture","Bookcases","Central","United States","Illinois","Chicago","Consumer","Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order","FUR-BO-10004218","Sarah Brown","SB-20185","First Class","CA-2014-120411","2015","Qtr 4","(Sum of Sales - Sum of Quantity)%",
"Furniture","Bookcases","Central","United States","Illinois","Chicago","Consumer","Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order","FUR-BO-10004218","Sarah Brown","SB-20185","First Class","CA-2014-120411","2015","Qtr 4","Sum of Quantity - Sum of Profit",
"Furniture","Bookcases","Central","United States","Illinois","Chicago","Consumer","Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order","FUR-BO-10004218","Sarah Brown","SB-20185","First Class","CA-2014-120411","2015","Qtr 4","(Sum of Quantity - Sum of Profit)%",
"Furniture","Bookcases","Central","United States","Illinois","Chicago","Consumer","Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order","FUR-BO-10004218","Sarah Brown","SB-20185","First Class","CA-2014-120411","2016","Qtr 1","Sum of Profit",
"Furniture","Bookcases","Central","United States","Illinois","Chicago","Consumer","Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order","FUR-BO-10004218","Sarah Brown","SB-20185","First Class","CA-2014-120411","2016","Qtr 1","Sum of Quantity",
"Furniture","Bookcases","Central","United States","Illinois","Chicago","Consumer","Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order","FUR-BO-10004218","Sarah Brown","SB-20185","First Class","CA-2014-120411","2016","Qtr 1","Sum of Sales",
"Furniture","Bookcases","Central","United States","Illinois","Chicago","Consumer","Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order","FUR-BO-10004218","Sarah Brown","SB-20185","First Class","CA-2014-120411","2016","Qtr 1","Sum of Sales - Sum of Profit",
"Furniture","Bookcases","Central","United States","Illinois","Chicago","Consumer","Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order","FUR-BO-10004218","Sarah Brown","SB-20185","First Class","CA-2014-120411","2016","Qtr 1","(Sum of Sales - Sum of Profit)%",
"Furniture","Bookcases","Central","United States","Illinois","Chicago","Consumer","Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order","FUR-BO-10004218","Sarah Brown","SB-20185","First Class","CA-2014-120411","2016","Qtr 1","Sum of Sales - Sum of Quantity",
"Furniture","Bookcases","Central","United States","Illinois","Chicago","Consumer","Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order","FUR-BO-10004218","Sarah Brown","SB-20185","First Class","CA-2014-120411","2016","Qtr 1","(Sum of Sales - Sum of Quantity)%",
"Furniture","Bookcases","Central","United States","Illinois","Chicago","Consumer","Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order","FUR-BO-10004218","Sarah Brown","SB-20185","First Class","CA-2014-120411","2016","Qtr 1","Sum of Quantity - Sum of Profit",
"Furniture","Bookcases","Central","United States","Illinois","Chicago","Consumer","Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order","FUR-BO-10004218","Sarah Brown","SB-20185","First Class","CA-2014-120411","2016","Qtr 1","(Sum of Quantity - Sum of Profit)%",
"Furniture","Bookcases","Central","United States","Illinois","Chicago","Consumer","Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order","FUR-BO-10004218","Sarah Brown","SB-20185","First Class","CA-2014-120411","2016","Qtr 2","Sum of Profit",
"Furniture","Bookcases","Central","United States","Illinois","Chicago","Consumer","Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order","FUR-BO-10004218","Sarah Brown","SB-20185","First Class","CA-2014-120411","2016","Qtr 2","Sum of Quantity",
"Furniture","Bookcases","Central","United States","Illinois","Chicago","Consumer","Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order","FUR-BO-10004218","Sarah Brown","SB-20185","First Class","CA-2014-120411","2016","Qtr 2","Sum of Sales",
"Furniture","Bookcases","Central","United States","Illinois","Chicago","Consumer","Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order","FUR-BO-10004218","Sarah Brown","SB-20185","First Class","CA-2014-120411","2016","Qtr 2","Sum of Sales - Sum of Profit",
"Furniture","Bookcases","Central","United States","Illinois","Chicago","Consumer","Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order","FUR-BO-10004218","Sarah Brown","SB-20185","First Class","CA-2014-120411","2016","Qtr 2","(Sum of Sales - Sum of Profit)%",
"Furniture","Bookcases","Central","United States","Illinois","Chicago","Consumer","Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order","FUR-BO-10004218","Sarah Brown","SB-20185","First Class","CA-2014-120411","2016","Qtr 2","Sum of Sales - Sum of Quantity",
"Furniture","Bookcases","Central","United States","Illinois","Chicago","Consumer","Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order","FUR-BO-10004218","Sarah Brown","SB-20185","First Class","CA-2014-120411","2016","Qtr 2","(Sum of Sales - Sum of Quantity)%",
"Furniture","Bookcases","Central","United States","Illinois","Chicago","Consumer","Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order","FUR-BO-10004218","Sarah Brown","SB-20185","First Class","CA-2014-120411","2016","Qtr 2","Sum of Quantity - Sum of Profit",
"Furniture","Bookcases","Central","United States","Illinois","Chicago","Consumer","Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order","FUR-BO-10004218","Sarah Brown","SB-20185","First Class","CA-2014-120411","2016","Qtr 2","(Sum of Quantity - Sum of Profit)%",
"Furniture","Bookcases","Central","United States","Illinois","Chicago","Consumer","Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order","FUR-BO-10004218","Sarah Brown","SB-20185","First Class","CA-2014-120411","2016","Qtr 3","Sum of Profit",
"Furniture","Bookcases","Central","United States","Illinois","Chicago","Consumer","Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order","FUR-BO-10004218","Sarah Brown","SB-20185","First Class","CA-2014-120411","2016","Qtr 3","Sum of Quantity",
"Furniture","Bookcases","Central","United States","Illinois","Chicago","Consumer","Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order","FUR-BO-10004218","Sarah Brown","SB-20185","First Class","CA-2014-120411","2016","Qtr 3","Sum of Sales",
"Furniture","Bookcases","Central","United States","Illinois","Chicago","Consumer","Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order","FUR-BO-10004218","Sarah Brown","SB-20185","First Class","CA-2014-120411","2016","Qtr 3","Sum of Sales - Sum of Profit",
"Furniture","Bookcases","Central","United States","Illinois","Chicago","Consumer","Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order","FUR-BO-10004218","Sarah Brown","SB-20185","First Class","CA-2014-120411","2016","Qtr 3","(Sum of Sales - Sum of Profit)%",
"Furniture","Bookcases","Central","United States","Illinois","Chicago","Consumer","Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order","FUR-BO-10004218","Sarah Brown","SB-20185","First Class","CA-2014-120411","2016","Qtr 3","Sum of Sales - Sum of Quantity",
"Furniture","Bookcases","Central","United States","Illinois","Chicago","Consumer","Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order","FUR-BO-10004218","Sarah Brown","SB-20185","First Class","CA-2014-120411","2016","Qtr 3","(Sum of Sales - Sum of Quantity)%",
"Furniture","Bookcases","Central","United States","Illinois","Chicago","Consumer","Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order","FUR-BO-10004218","Sarah Brown","SB-20185","First Class","CA-2014-120411","2016","Qtr 3","Sum of Quantity - Sum of Profit",
"Furniture","Bookcases","Central","United States","Illinois","Chicago","Consumer","Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order","FUR-BO-10004218","Sarah Brown","SB-20185","First Class","CA-2014-120411","2016","Qtr 3","(Sum of Quantity - Sum of Profit)%",
